,name,Reviews,polarity,sentiment
26,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I like it. It keeps my granddaughter business and great apps too.,0.8,Positive
27,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","She loves it, the only problem I have is getting it away from her, even while riding in vehicles. LOL",0.4,Positive
28,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I bought this because I have ebooks in college. Not only could I not get my ebook. I called the school IT department. They could not either. My semester was already started. The sales representative at the store told me this is what I needed. I ended up buying a tablet from my phone carrier and my ebooks were right there in less than 5 minutes with the schools IT department help.,0.03968254,Positive
29,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Wife really likes it. Works great& likes the front & back camera.,0.333333333,Positive
30,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","I bought this kindle for my 11yr old granddaughter for Christmas. Me and my husband both had kindles several years prior, and she and my 6 year old grandson love watching and playing on them. Both children have all kinds of game systems but use the kindle way more. My 6 yr old grandson still plays with mine and loves watching you tube, videos and playing games on it. He has several game systems, Xbox, sega, ds but still uses my kindle all the time over those systems.my husband used his all the time for everything from internet to watching movies and shows. I'm getting ready to buy my grandson a new kindle( mine is a bit older and has cracked screen now but still works good).He would like one to call his own. I'm looking at a 16 GB or 32 GB.they are really durable and tough.",0.088383838,Positive
31,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","This is my first Fire Kindle. I love it. It is fast, and has good internet. It gives me quick access to all my Kindle library. I found out it's easier to scroll through the pages than when using Kindle Touch.",0.396666667,Positive
32,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Fast on internet, easy connection. Easy to use. Clear display. Was looking at iPad mini. After reading reviews of both Kindle fire and iPad I bought the Kindle for so much less $$$ And I don't have to put up the Apple's native apps etc.",0.2,Positive
33,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Thanks. We really like this tablet . It's easy to use,0.277777778,Positive
34,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",All I wanted was a Kindle to read books. I got this instead!! Excellent choice because I can read books and do so much more!!,0.890625,Positive
35,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I had to return this product as it was not compatible with things such as Facebook and Itunes... which is what I needed it for. Great if you are into books and streaming movies!,0.5,Positive
36,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose, though",0.371282051,Positive
37,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I like the ease of use and good support from Amazon. A reasonable price for a versatile tablet.,0.45,Positive
38,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","This tablet is excellent considering the price. It has a very clear display, is a fairly large tablet, and has plenty of memory to store a lot of apps, music, pictures and more. Considering the price, this tablet has the best value out of all tablets to date in my opinion.",0.568857143,Positive
39,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","I've had lots of tablets in the past, mostly from the Samsung line, but this is my first Amazon Fire, so I want to write this review for others who have never tried one of these. At the time that this was written, Alexa had not been added to the tablet.First, while this device runs an Android type of operating system, Amazon puts its own spin on the operating system. I don't feel like I'm using Android. This feels different to me. It doesn't have the same level of customization that Android users have come to appreciate. That being said, if you are an Amazon Prime member, this device has been tailored to be your content entertainment machine. It's simply a fun way to consume your magazines, books, etc.There are 3 on-screen buttons on the bottom of the device. The middle button immediately takes you to your home screen. The button to the left acts as a sort of ""back"" button. It also lets me get rid of my keyboard when I don't need it on screen, but it's open. The button to the right is super important. It took me a couple of days to realize what it does. That square shaped button is what you press you see what apps you have open. It lets you switch between apps, but it also lets you see which apps you have open and close them out. You can close them by pressing the ""X"" button in the corner of the window that appears or by touching the app window and swiping to the right. If you leave all of those apps open and you never close them, you'll drain your battery. Make sure you use that little square button to clear your apps.The device has several menus that you swipe left to view. First, you start with your home screen. You literally can stay on this screen and do anything you need to do on the tablet. All of your apps are housed here. You swipe up to view all of them. The tablet comes with several apps pre-installed such as Slik, Amazon's own internet browser, Audible, Good Reads, the Amazon app store, a weather app, etc. You can go to the Amazon app store to download other apps such as Twitter, Facebook, etc. You can combine the apps on this page into folders. You just drag one app to another app and a folder appears. This made my home screen much more manageable. You can change the size of the font on the home screen from normal to large or small in the device settings. This feature doesn't necessarily increase the size of the font within your apps, however. I believe it only changes the font on your main screens.If you have a magazine or newspaper subscription that is connected to your device, when you have a new issues, it will show up at the top of your home page screen under the heading of ""new items."" The device comes with a free 6 month subscription to the Washington Post. You'll see that under ""new items"" when you initially activate your tablet.You can change the wallpaper on the screen to use one of your own photos. You can do this through the settings menu on the device. If you want to use one of your own photos, however, you need to either take it on the device or move it into Amazon's Photos app, which is a cloud-based app.So far, I haven't found a way to effectively use a different photo management app that will let me change my wallpaper. I'm not crazy about the Amazon Photo app. I found it annoying to move my photos from my phone into Amazon's cloud just so I could view them on my tablet. That being said, I'm not planning to take photos on this device. I just wanted a few pet photos on there and the ability to change my wallpaper.Beyond the home screen, you can swipe to the right to view your other screen. They are pre-arranged to be: books, videos, games, shop, apps, music, audiobooks, and newstand. All of those screens are connected to your Amazon account. For example, if you have Kindle books you've already purchased, they automatically will appear under the Books menu. Your magazines and newspaper subscriptions will appear under the newstand menu. There doesn't seem to be a way to change the order of the menu pages. That bugs me, but it's not the end of the world. There's also one menu to the left of the ""home"" menu. It's the ""recent"" page. It shows you what you've received looked at on the tablet. I never use it, but it might be handy for some people.One of my favorite features of this tablet is Amazon's ""On Deck"" capability. If you're an Amazon Prime member, Amazon will periodically download a video to your device that it thinks you might like. The items don't count against your pre-installed memory and they automatically deleted off if your memory starts getting full. You can turn off the ""on deck"" feature if you don't like it. I've been content with the video playback capability. This isn't my major use of the device, but the images look fine and the audio is OK. I'll talk more about the speakers later. My other favorite feature of this tablet is viewing magazine content through the Newstand. I've tried 3 magazines on here and they all look gorgeous. Now, I can always have my magazines with me so if I'm stuck at the airport or at the doctor's office, I always have them. One of my regular magazines includes a free digital version of the magazine for free. I just had to connect my account to the device. This allows me to download the back issues of the magazine for as long as I've had an account. My other magazine didn't include a digital edition so I canceled the print edition of it and switched to the digital version. (It was an inexpensive magazine, anyway.) There are several magazines that you can try free for 30 days on the device. I did this with a third magazine and decided to keep it for a year. Viewing magazines on this gadget is a pleasure.The Kindle Fire doesn't come with the Google Play store installed. You can side load it to the device without rooting it (and breaking your warranty.) You can Google to find the instructions to do this. It's not difficult to do if you're fairly comfortable with technology. It probably took me 10 minutes. Most of the apps I wanted were in the Amazon store, but there were a handful that I had paid for through Google Play. The only way I could have them was to go back to access that store. They have worked fine so far. I despise the keyboard that Amazon pre-installed on this device. There are no lines between the letters on the keyboard. I suppose it designed to be better for swyping through keys, but I hate it. I fixed that problem by going to Google Play and downloading a new keyboard. It was a pretty easy problem to solve so I can't complain.Apps that are connecting to the Internet can be a little slow to load on this device compared to my other gadgets, but that generally doesn't bother me. If you were using this tablet to replace your personal laptop, however, that might drive you crazy. The screen on this device isn't bad. If I compare it to my fancy phone, it's not as shape, but when you think about the price of this device compared to my smartphone, the screen is outstanding.The speakers are OK. There are two of them located on the bottom of the screen. I won't say that they are fantastic. They aren't. In my opinion, they are fine for watching YouTube or a television show. They are not OK for listening to music if you are an audiophile. You can make it a little better by downloading a different music app instead of relying on the pre-install app, but still your music will sound tinny. That being said, you can always connect your tablet to a bluetooth speaker, use a pair of headphones, etc.This device wasn't made for taking pictures. It has a front and back camera, but they aren't designed to be spectacular. I'm not using them.I find this device a little difficult to hold in my hands. I think that's partly because of the size and partly because it feels very slick. Also, I do have some hand problems (similar to someone who has Carpal Tunnel syndrome). I think it will be easier to handle once my case arrives. I'm still waiting for it. I'm greatly enjoying this device. It's simply fun to use the tablet. There are weaknesses that come with that lower price tag, but you legitimately get a lot of bang for your buck, particularly if you regularly use Amazon services. If you don't typically use Amazon and you are just looking for a tablet for viewing the Internet and you're looking for a low price tag, this device may be OK for you.",0.136468731,Positive
40,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I bought this to replace a damaged much more expensive tablet of my daughters. Great item and just as nice as the more expensive one. She absolutely loves it.,0.228571429,Positive
41,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Fantastic tablet fire one is great. Small and portable,0.316666667,Positive
42,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","I purchased this product with an eye on simply trying out a tablet. It has become a product I use every day. You have to get used to the Amazon app store, which is different than the Google Play store, though it is still android-based. The tablet is fast and the user experience is satisfying. I purchased the 32Gb. model for the extra storage space. It is a great tablet for under $100!",0.283333333,Positive
43,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Decent little tablet if you are not a game player. Tablet shuts down and I cant get it back on when I play games for long periods of time. It's not my ipad, that's for sure.",0.06765873,Positive
44,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Does a lot more than old tablet.It Hasmore memory.,0.3,Positive
45,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Excellent value, lets me lug all my favorite books around and read whenever. Wouldn't be without it.",0.75,Positive
46,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","I love my Amazon Fire HD 8. It's not too small and not too big. I was looking at other tablets, and decided on the Amazon Fire HD 8 because of the price, and because I have Amazon Prime, I purchased it online at Best Buy, and then picked it up at the store on Black Friday. It is my first tablet, and so I wanted to start with one that I can have fun with, and I am. I do have a laptop for important things.",0.212037037,Positive
47,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I have put off buying a tablet because all the ipads I tried with friends were hypersensitive making it difficult for me to navigate easily. This one is the bomb - I am 68 and not a techie but quite intelligent - this Kindle Fire is a perfect fit for me and does everything I want it to do and more with great speed and wonderful resolution. I am new at tablets and look forward to enjoying learning all that this Kindle Fire will provide for me - so far each step has been a breeze. I just love it.,0.472474747,Positive
48,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",my daughter just loved this kindle fire. she said it was the perfect gift that she could receive.,0.85,Positive
49,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I love my kindle fire. Its a great reading device.,0.65,Positive
50,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Easy to set up, great picture love it! Keeps my kids entertained and they love it also ....it was a gift.",0.589583333,Positive
51,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!",-0.02008547,Negetive
52,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Easy to use with great picture. I would recommend it to a friend.,0.616666667,Positive
53,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",This product was purchased for my Grandson. He had a fire 6. He however loves the HD 8. He uses it for music & gaming mostly. Great electronic device.,0.8,Positive
54,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",This works great. I read a LOT and I needed something that would handle all my eBooks. It has all the other bells and whistles as any tablet but I use it for the eBooks and one game. Excellent!,0.31875,Positive
55,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",So far the tablet has been working without any issues. Haven't used it enough to rate it any higher but time will tell.,0.116666667,Positive
56,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","This is the right device to play with puzzles, you can avoid samsung/verizon constant advertisements. Only wish the battery would last longer or charge faster.",0.071428571,Positive
57,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",My Fire is compact and easy to use. Mainly used to read online books at lunch time. The battery lasts much longer than previous tablet I had and charges much quicker. very happy with my Fire.,0.305555556,Positive
58,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Used it for watching television shows. The picture was clear and the audio was decent for the location of the speakers.,0.133333333,Positive
59,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","great kid friendly product, hours of enjoyment for all.",0.5875,Positive
60,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Only negative is the apps. Thought they were from android but they're an Amazon version and limited.,-0.123809524,Negetive
61,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I have really enjoyed my new kindle and the ability to take pictures. It stays charged a long time when I am reading a book or watching a movie. I just wish that kindles could run on an LTE network as well when you do not have a WiFi signal.,0.195454545,Positive
62,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","The clarity of the screen and the back-lit text makes this an improvement from my old tablet. I now can read this in low light and enjoy the color as well. I am enjoying my new Kindle, but it did present some challenges in its set up. I would recommend getting help in the store to get you started.",0.219480519,Positive
63,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I have had this for several weeks. It works great. I am very satisfied with it so far.,0.3875,Positive
64,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","This is my 3rd Kindle upgrade. I love everything about it. The ebooks read to me at night, the games and the movies show extremely well...feels as though I am right there. My kids have ipads...but I'm stuck on my Kindle.",0.165178571,Positive
65,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Never without my Amazon HD 8 - great for reading, games and surfing the networks.",0.8,Positive
66,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Awesome and best e-book reader. I love the smooth page translations, bedtime shade and perfect hand held device. Kindle Fire has took their e reader to the next level. Great apps, music, and storage expansion for the price.",0.671428571,Positive
67,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Bought this for a work fundraiser and the recipient enjoyed it,0.5,Positive
68,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I think this is a great product and I would recommend it.,0.8,Positive
69,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",it was a good deal for this unit. they even beat amazon....,0.7,Positive
,name,Reviews,polarity,sentiment
0,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","I woke up to a nice surprise this morning: a new kindle as a gift. I have an iPad and a Kindle DX, but I guess someone heard my complaints of them being too heavy and difficult to do extended-reading on. Don't get me wrong, I absolutely love my iPad and DX, but this new generation of Kindle is perfect for reading outside and for long periods of time. The iPad gets completely washed out in sunlight and often irritates my eyes staring at it for more than a couple of hours. The DX was my go-to device for those extended/outdoor reading periods, but now I have a new friend for reading novels. Instead of a replacement, this one seems more like a companion to the other devices and is a different class. The iPad works great for web browsing, shopping, productivity, games, etc while the Kindle falls short in those areas. The Kindle works great for reading novels, where the iPad falls short. For those that love to do extended-reading of magazines, newspapers, research articles, etc, I find that the DX is the go-to device.br /br /Without a doubt, the size and weight of the new kindle is the biggest draw for me. It's smaller than the last edition by a significant margin. I've played around with the Kindle 2 and was impressed, but now looking at the size of the new Kindle, I'm blown away. It's the absolute perfect size. Smaller would be unmanageable and larger wouldn't feel nearly as good. This is a device that you can hold up, read, and just forget that it's there. Compared to other e-readers I've tried, it's much smaller and much lighter.br /br /One of my biggest complaints about the previous generation Kindles and the DX is the speed. It sometimes takes a while after you push next page' for it to actually change.Read more",0.212567988,Positive
1,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I use to hate to read but now that I have my Kindle and I can change the size of the font so this old lady can see the words better I love to read.,0.075,Positive
2,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","All of them quit working. There's absolutely no way to revive them once that battery loses power If NOT charged immediately, if even just a few weeks go by, NO HOPE of ever using your Kindle again. A major flaw",-0.134375,Negetive
